Время,Цена,Изменение,Изменение в процентах,Название|Запись от 2024/03/27 23:38:33|:,92.45₽,54.05₽,140.76%,Липецкаяэнергосбытоваякомпания|Запись от 2024/03/29 11:59:54|:,86₽,48.5₽,129.33%,Липецкаяэнергосбытоваякомпания|Запись от 2024/03/30 17:49:20|:,86.2₽,48.4₽,128.04%,Липецкаяэнергосбытоваякомпания
|Запись от 2024/04/09 22:38:50|:,87.3₽,50.75₽,138.85%,Липецкаяэнергосбытоваякомпания
|Запись от 2024/04/15 16:51:38|:,19.02₽,9.272₽,95.12%,Липецкаяэнергосбытоваякомпания
|Запись от 2024/05/03 01:37:59|:,141₽,47.1₽,50.16%,Липецкаяэнергосбытоваякомпания
|Запись от 2024/07/01 12:17:07|:,132.8₽,23.7₽,21.72%,Липецкаяэнергосбытоваякомпания
