Время,Цена,Изменение,Изменение в процентах,Название|Запись от 2024/03/27 23:38:33|:,1349₽,210₽,18.44%,Варьеганнефтегаз—привилегированные|Запись от 2024/03/29 11:59:54|:,2830₽,512₽,22.09%,Варьеганнефтегаз—привилегированные|Запись от 2024/03/30 17:49:20|:,2.332₽,0.408₽,21.21%,Варьеганнефтегаз—привилегированные
|Запись от 2024/04/09 22:38:50|:,4.42₽,1₽,29.24%,Варьеганнефтегаз—привилегированные
|Запись от 2024/04/15 16:51:38|:,31420₽,7780₽,32.91%,Варьеганнефтегаз—привилегированные
|Запись от 2024/05/03 01:37:59|:,344.5₽,56₽,19.41%,Варьеганнефтегаз—привилегированные
|Запись от 2024/07/01 12:17:07|:,2.22₽,0.196₽,9.66%,Варьеганнефтегаз—привилегированные
