Время,Цена,Изменение,Изменение в процентах,Название|Запись от 2024/03/27 23:38:33|:,11.69₽,3.056₽,35.40%,РБК|Запись от 2024/03/29 11:59:54|:,24.8₽,8.2₽,49.40%,РБК|Запись от 2024/03/30 17:49:20|:,13.61₽,5.146₽,60.80%,РБК
|Запись от 2024/04/09 22:38:50|:,17.13₽,8.514₽,98.82%,РБК
|Запись от 2024/04/15 16:51:38|:,112.75₽,51.65₽,84.53%,РБК
|Запись от 2024/05/03 01:37:59|:,2462₽,798₽,47.96%,РБК
|Запись от 2024/07/01 12:17:07|:,56.2₽,9.75₽,20.99%,РБК
