Время,Цена,Изменение,Изменение в процентах,Название|Запись от 2024/03/27 23:38:33|:,4018.8₽,653₽,19.40%,Яндекс|Запись от 2024/03/29 11:59:54|:,1930₽,385.6₽,24.97%,Яндекс|Запись от 2024/03/30 17:49:20|:,22.557₽,4.167₽,22.66%,Яндекс
|Запись от 2024/04/09 22:38:50|:,1020.5₽,277₽,37.26%,Яндекс
|Запись от 2024/04/15 16:51:38|:,1041.5₽,300.5₽,40.55%,Яндекс
|Запись от 2024/05/03 01:37:59|:,294₽,51.8₽,21.39%,Яндекс
|Запись от 2024/07/01 12:17:07|:,4780₽,490₽,11.42%,Яндекс
