Время,Цена,Изменение,Изменение в процентах,Название|Запись от 2024/03/27 23:38:33|:,1.408₽,0.25₽,21.59%,Тамбовскаяэнергосбытоваякомпания—привилегированные|Запись от 2024/03/29 11:59:54|:,196.9₽,43.5₽,28.36%,Тамбовскаяэнергосбытоваякомпания—привилегированные|Запись от 2024/03/30 17:49:20|:,4226₽,845₽,24.99%,Тамбовскаяэнергосбытоваякомпания—привилегированные
|Запись от 2024/04/09 22:38:50|:,0.02196₽,0.007₽,45.72%,Тамбовскаяэнергосбытоваякомпания—привилегированные
|Запись от 2024/04/15 16:51:38|:,1.1085₽,0.332₽,42.76%,Тамбовскаяэнергосбытоваякомпания—привилегированные
|Запись от 2024/05/03 01:37:59|:,22.61₽,4.56₽,25.26%,Тамбовскаяэнергосбытоваякомпания—привилегированные
|Запись от 2024/07/01 12:17:07|:,385.97₽,45.08₽,13.22%,Тамбовскаяэнергосбытоваякомпания—привилегированные
