Время,Цена,Изменение,Изменение в процентах,Название|Запись от 2024/03/27 23:38:33|:,70.49$,54.49$,340.56%,AMCEntertainment|Запись от 2024/03/29 11:59:54|:,70.63$,54.63$,341.44%,AMCEntertainment|Запись от 2024/03/30 17:49:20|:,70.88$,54.88$,343%,AMCEntertainment
|Запись от 2024/04/09 22:38:50|:,70.88$,54.88$,343%,AMCEntertainment
|Запись от 2024/04/15 16:51:38|:,70.88$,54.88$,343%,AMCEntertainment
|Запись от 2024/05/03 01:37:59|:,2876₽,1114₽,63.22%,AMCEntertainment
|Запись от 2024/07/01 12:17:07|:,70.42₽,12.92₽,22.47%,AMCEntertainment
